,short_name,total
348,J. Martínez,55.0
14142,J. Shaffelburg,55.0
9158,K. Pedersen,55.0
5687,Dani Gómez,55.0
16250,P. Sokołowski,55.0
17087,I. Angking,55.0
4381,S. Longo,55.0
12408,A. Nalic,55.0
14157,Huang Zhengyu,55.0
16676,J. Kavanagh,55.0
8128,C. Hountondji,55.0
11901,S. Lang,55.0
17068,J. Russell,55.0
3470,Carlinhos,55.0
5648,M. Fouzair,55.0
4783,L. Maina,55.0
16620,J. Kellermann,55.0
5725,A. Armstrong,55.0
12053,F. Reynero,55.0
5748,H. Boussefiane,55.0
16540,C. Maycock,55.0
13767,M. Bakhit,55.0
4275,J. Cabot,55.0
16300,O. Patla,55.0
11277,F. Barboza,55.0
6039,M. Wallace,55.0
6047,K. Kodro,55.0
16572,D. Fage,55.0
16298,C. Marín,55.0
6048,J. Lowe,55.0
6050,N. Storm,55.0
13273,Iván Martín,55.0
6051,J. Maclaren,55.0
11880,N. Feldhahn,55.0
5764,M. García,55.0
17118,K. Imeri,55.0
4938,D. Avdijaj,55.0
3469,N. Ampomah,55.0
6202,P. Twumasi,55.0
14622,D. Novac,55.0
10674,R. Vitiello,55.0
15764,R. Crawford,55.0
16062,Panutche Camará,55.0
6557,D. Bohar,55.0
15155,J. Simonsen,55.0
10233,M. Cardona,55.0
10020,A. Sabiri,55.0
15161,Long Cheng,55.0
14774,C. O'Hare,55.0
3984,Jonathan Cafú,55.0
14767,C. Kahraman,55.0
9997,K. Nwakali,55.0
15184,J. Montaño,55.0
15721,J. Jones,55.0
6950,Hélder Ferreira,55.0
15562,A. Al Dawsari,55.0
9988,J. Thorniley,55.0
409,L. Dálves,55.0
6719,De Frutos,55.0
6818,I. Ledezma,55.0
9676,Z. Korcsmár,55.0
14437,H. Belal,55.0
15556,C. James,55.0
9684,M. Wunderlich,55.0
14866,I. Rojas,55.0
3988,G. Lanaro,55.0
16030,O. Rasmussen,55.0
3838,S. Koroki,55.0
14777,M. Fossey,55.0
15236,A. Melksham,55.0
12129,J. Pérez,55.0
16031,M. Al Mutlaq,55.0
9631,D. Gustafsson,55.0
14404,T. Sugimoto,55.0
10322,R. Scheu,55.0
15613,J. Murtin,55.0
12111,A. Kouakou,55.0
7018,Tiago Ferreira,55.0
10090,E. Coacci,55.0
7040,E. Isnaldo,55.0
15099,T. Vassell,55.0
4676,B. Acosta,55.0
15752,Gao Jiarun,55.0
9366,A. Boyle,55.0
16046,I. Lushaku,55.0
12875,O. Storflor,55.0
15122,S. Matthews,55.0
15141,S. Kchouk,55.0
15736,V. Dragsnes,55.0
6270,J. Acuña,55.0
16040,M. Shinada,55.0
10290,A. Dźwigała,55.0
1540,A. Gray,55.0
9486,F. Viteritti,55.0
7079,R. Gabrielsen,55.0
10730,S. Luchin,55.0
15154,K. Nitzlnader,55.0
15232,H. Pritchard,55.0
14997,A. Romano,55.0
10770,N. Bärkroth,55.0
14675,J. Pereyra,55.0
14667,Lee Soo Bin,55.0
15333,J. Hove,55.0
6635,N. Okafor,55.0
14591,N. Mousa,55.0
7882,T. Fosu,55.0
15462,A. Soñora,55.0
6304,I. González,55.0
16116,D. Aguilar,55.0
15892,J. Consbruch,55.0
10487,L. Rougeaux,55.0
15888,N. Chilvers,55.0
10244,R. Sweeney,55.0
7298,C. Valencia,55.0
7318,A. Pilkington,55.0
10491,B. San Juan,55.0
10202,M. Loría,55.0
8040,Gerson Rodrigues,55.0
14489,B. Garmston,55.0
10644,J. Hopcutt,55.0
12893,L. Fontaine,55.0
15701,Liu Yang,55.0
7690,M. Greenwood,55.0
7396,H. Bazile,55.0
10229,D. van Bruggen,55.0
7371,Wanderson,55.0
6640,M. Salisu,55.0
3957,C. Menéndez,55.0
15487,M. Šverko,55.0
15650,N. Galle,55.0
14568,M. Hazazi,55.0
1133,Jô,55.0
9698,C. Hemlein,55.0
15532,V. Ekani,55.0
15801,Lü Haidong,55.0
10776,C. Dielna,55.0
12783,F. Lapis,55.0
9270,M. Barać,55.0
7160,S. Beltrame,55.0
6680,Larrazabal,55.0
3935,M. Fofana,55.0
6322,B. Augustyn,55.0
9509,J. Bjørdal,55.0
6649,S. Walukiewicz,55.0
6912,M. Stefaniak,55.0
15490,B. Liddle,55.0
15840,Bae Seung Jin,55.0
7837,T. Asta-Buruaga,55.0
6842,D. Johnsen,55.0
7176,K. Opare,55.0
3844,L. Narsingh,54.666666666666664
5655,C. Golofca,54.666666666666664
6832,E. Pavlidis,54.666666666666664
14828,R. Neciu,54.666666666666664
7708,L. Mbe Soh,54.666666666666664
2942,F. Aristeguieta,54.666666666666664
4498,M. Mavraj,54.666666666666664
16626,D. Wright,54.666666666666664
10254,L. Putaro,54.666666666666664
3578,C. Antwi-Adjej,54.666666666666664
8401,R. Perticone,54.666666666666664
6807,Patrick William,54.666666666666664
11383,K. Apostolakis,54.666666666666664
14886,Y. Nader,54.666666666666664
11266,M. Ingebrigtsen,54.666666666666664
8963,R. Prieto,54.666666666666664
5737,Alex Pozo,54.666666666666664
6697,S. Hakšabanovič,54.666666666666664
7811,L. Thomas,54.666666666666664
6685,M. Lovera,54.666666666666664
12757,M. Mosquera,54.666666666666664
14702,D. Duhaney,54.666666666666664
1603,Dênildo Stein,54.666666666666664
16420,P. Horschig,54.666666666666664
16415,T. Koch,54.666666666666664
14673,A. Martina,54.666666666666664
13919,J. Manns,54.666666666666664
4442,A. Mureșan,54.666666666666664
13929,N. Ishikawa,54.666666666666664
16396,A. Bates,54.666666666666664
6629,A. Kutucu,54.666666666666664
5939,L. Jallow,54.666666666666664
6626,B. Badiashile,54.666666666666664
14626,A. Velasco,54.666666666666664
14625,D. Pillai,54.666666666666664
16368,T. Dele-Bashiru,54.666666666666664
10417,A. Luković,54.666666666666664
16484,K. Evans,54.666666666666664
16485,H. Clifton,54.666666666666664
12667,Y. Nakasaka,54.666666666666664
13725,Pedro Henrique,54.666666666666664
10328,N. Sessa,54.666666666666664
7752,O. Moruţan,54.666666666666664
11315,J. Þorsteinsson,54.666666666666664
8971,E. Palmer-Brown,54.666666666666664
11303,E. Banda,54.666666666666664
16581,Huang Bowen,54.666666666666664
4847,J. Clarke-Salter,54.666666666666664
3607,M. Thiam,54.666666666666664
16491,S. Baptiste,54.666666666666664
12409,Pepe Castaño,54.666666666666664
10366,A. Al Ghamdi,54.666666666666664
7779,Y. Guzmán,54.666666666666664
15771,Zhang Yi,54.666666666666664
15779,M. Rozwandowicz,54.666666666666664
4716,Eltildo Bessa,54.666666666666664
6716,E. Sabbi,54.666666666666664
7795,J. Sims,54.666666666666664
12436,T. Sibbick,54.666666666666664
9522,S. Whalley,54.666666666666664
16711,Luo Yi,54.666666666666664
8767,R. Guitane,54.666666666666664
5119,Bruno,54.666666666666664
15280,J. Hunt,54.666666666666664
15521,C. O'Toole,54.666666666666664
9910,P. Mićin,54.666666666666664
9914,M. Antonucci,54.666666666666664
15528,M. Al Qahtani,54.666666666666664
7157,N. Dicko,54.666666666666664
11780,Heo Yong Joon,54.666666666666664
8763,D. Jastrzembski,54.666666666666664
15240,A. Karadas,54.666666666666664
7503,E. Salli,54.666666666666664
10026,C. Giousis,54.666666666666664
9686,M. Meilinger,54.666666666666664
15218,M. Attiyah,54.666666666666664
7524,M. Herrera,54.666666666666664
15197,Wang Fei,54.666666666666664
12581,B. Whitfield,54.666666666666664
3344,J. Murillo,54.666666666666664
8782,Jeong Woo Yeong,54.666666666666664
9995,A. Dreyer,54.666666666666664
5226,F. Pereyra,54.666666666666664
15180,A. Jafar,54.666666666666664
13229,M. Sørensen,54.666666666666664
3548,N. Gyömbér,54.666666666666664
8611,J. Aguirre,54.666666666666664
8730,S. Jovanović,54.666666666666664
8683,Estevãtinho,54.666666666666664
13137,M. Taferner,54.666666666666664
4263,A. Lozano,54.666666666666664
4974,L. Đorđević,54.666666666666664
3500,Erik,54.666666666666664
7400,Alberto Perea,54.666666666666664
12544,R. Hatsuse,54.666666666666664
7329,D. Hylton,54.666666666666664
12259,Javi Mier,54.666666666666664
7272,I. Dia,54.666666666666664
5030,D. Perić,54.666666666666664
15452,G. Biancone,54.666666666666664
9754,H. Zuck,54.666666666666664
9835,Dilson Calegari,54.666666666666664
17511,A. Díaz,54.666666666666664
8717,Frederico Rendel,54.666666666666664
11867,F. Sulmoni,54.666666666666664
7431,D. Ward,54.666666666666664
7442,T. Bunbury,54.666666666666664
9729,Y. Otsu,54.666666666666664
15317,M. Sánchez,54.666666666666664
17039,M. Timlin,54.666666666666664
8571,S. Elbers,54.666666666666664
15682,A. Gutman,54.666666666666664
7656,Davide Eustáquio,54.666666666666664
5505,D. Riascos,54.666666666666664
15628,A. Södlund,54.666666666666664
8225,H. Akbunar,54.666666666666664
5523,D. Blum,54.666666666666664
13512,L. Scherff,54.666666666666664
1284,I. Pussetto,54.666666666666664
3116,Paulinho,54.666666666666664
14999,E. Besea,54.666666666666664
15642,M. Spasić,54.666666666666664
10162,A. Hunter,54.666666666666664
1288,K. Dolberg,54.666666666666664
10029,L. Adžić,54.666666666666664
14989,D. Bilogrevic,54.666666666666664
6918,M. Cacutalua,54.666666666666664
6902,K. Triantafyllopoulos,54.666666666666664
4155,Hwang Hee Chan,54.666666666666664
14961,O. Özdemir,54.666666666666664
5575,M. Barragán,54.666666666666664
6890,E. Castillo,54.666666666666664
1331,Gonçalo Paciência,54.666666666666664
11458,O. Khan,54.666666666666664
6856,R. Osorio,54.666666666666664
3880,M. Pérez,54.666666666666664
16849,H. Duman,54.666666666666664
15622,J. Tré,54.666666666666664
12286,Mujaid,54.666666666666664
10030,F. Chabrolle,54.666666666666664
8566,J. Skalák,54.666666666666664
17010,G. Dahl,54.666666666666664
10042,D. Hyam,54.666666666666664
17000,F. Niang,54.666666666666664
16990,V. Jaramillo,54.666666666666664
3284,M. Taremi,54.666666666666664
10047,Pastrana,54.666666666666664
13391,H. Gulden,54.666666666666664
8828,Kuki Zalazar,54.666666666666664
3243,J. Cristaldo,54.666666666666664
3230,G. Lezcano,54.666666666666664
7575,K. Moore,54.666666666666664
15119,D. Love,54.666666666666664
15106,H. Ayaroğlu,54.666666666666664
1236,F. Ferreyra,54.666666666666664
7015,S. Khelifi,54.666666666666664
10099,N. Castrillón,54.666666666666664
10102,H. Anderson,54.666666666666664
13471,Anderson,54.666666666666664
13069,B. Alston,54.666666666666664
4180,S. Maguire,54.666666666666664
3830,O. Gonzalez,54.666666666666664
14554,S. Frederiksen,54.666666666666664
9338,A. Sigurðarson,54.666666666666664
2091,G. Carrillo,54.666666666666664
12085,Leonardo Freijão,54.666666666666664
10783,M. Pedersen,54.666666666666664
9249,S. Reese,54.666666666666664
16258,M. Blakstad,54.666666666666664
4090,K. Danso,54.666666666666664
16319,P. Edwards,54.666666666666664
11102,M. Collao,54.666666666666664
16177,C. Lewis,54.666666666666664
16160,D. Quiñones,54.666666666666664
16240,H. Adamczyk,54.666666666666664
3760,E. Derdiyok,54.666666666666664
12329,R. Balbuena,54.666666666666664
6172,E. Mathoho,54.666666666666664
16110,B. Abdallah,54.666666666666664
6033,B. Tashchy,54.666666666666664
14408,R. Obermair,54.666666666666664
421,K. Piątek,54.666666666666664
8168,R. McKenzie,54.666666666666664
10577,A. Öztürk,54.666666666666664
6500,F. Burbano,54.666666666666664
1759,W. Troost-Ekong,54.666666666666664
4786,T. Roberts,54.666666666666664
10960,Sidnei Dalmeira,54.666666666666664
6002,T. Nara,54.666666666666664
6149,L. Owona,54.666666666666664
14210,E. Díaz,54.666666666666664
14468,Li Yuanyi,54.666666666666664
15910,L. González,54.666666666666664
14023,P. Maslov,54.666666666666664
15991,A. Smith,54.666666666666664
4411,B. Johnsen,54.666666666666664
7990,O. Diakhité,54.666666666666664
14195,A. Al Najjar,54.666666666666664
6199,B. Mkhwanazi,54.666666666666664
16020,M. Zaiser,54.666666666666664
10679,S. Peszko,54.666666666666664
14052,B. Sheaf,54.666666666666664
1995,W. Bony,54.666666666666664
14078,G. Magnée,54.666666666666664
2050,F. Santander,54.666666666666664
14552,A. Maccoppi,54.666666666666664
15978,G. McGregor,54.666666666666664
6273,S. Hagen,54.666666666666664
16099,L. Wade-Slater,54.666666666666664
6605,R. González,54.666666666666664
12949,S. Matuszek,54.666666666666664
12732,J. Gordon,54.666666666666664
14144,B. Vázquez,54.666666666666664
6319,D. Vera,54.666666666666664
4820,B. Jatta,54.666666666666664
6065,Y. Moreno,54.666666666666664
14543,J. McNulty,54.666666666666664
10656,K. Nakamura,54.666666666666664
16115,D. Traore,54.666666666666664
14015,Diego Pampín,54.666666666666664
14417,T. Duponchelle,54.666666666666664
13969,K. Piscopo,54.666666666666664
10848,K. Larsen,54.666666666666664
16194,Y. Al Harbi,54.666666666666664
14281,A. May,54.666666666666664
8026,F. Flecker,54.666666666666664
2893,M. Ishak,54.333333333333336
16643,Z. Herivaux,54.333333333333336
4950,S. Mosquera,54.333333333333336
12469,J. Verdugo,54.333333333333336
3956,F. Márquez,54.333333333333336
14851,Manu Navarro,54.333333333333336
16680,Wu Wei,54.333333333333336
9356,L. Paiva,54.333333333333336
12124,D. Ernst,54.333333333333336
12016,Yu Ji Hoon,54.333333333333336
10601,N. Çiftçi,54.333333333333336
6811,J. Green,54.333333333333336
14416,M. Çelik,54.333333333333336
2889,M. van Buren,54.333333333333336
15340,K. Watts,54.333333333333336
4126,J. Rodríguez,54.333333333333336
4392,M. Cuero,54.333333333333336
11633,Kim Won Sik,54.333333333333336
11826,L. Miller,54.333333333333336
5738,E. Segura,54.333333333333336
15949,M. Rasmussen,54.333333333333336
8966,H. Rafia,54.333333333333336
12478,S. Mmaee,54.333333333333336
5362,M. Larrondo,54.333333333333336
8964,A. Ciobanu,54.333333333333336
10934,Ahn Yong Woo,54.333333333333336
4135,B. Trawally,54.333333333333336
17145,L. Gamíz,54.333333333333336
14061,S. Klaas,54.333333333333336
9917,E. Vignato,54.333333333333336
11621,R. McDonald,54.333333333333336
15751,Chu Jinzhao,54.333333333333336
16152,K. Fatkić,54.333333333333336
3983,J. Lucero,54.333333333333336
5716,F. Coman,54.333333333333336
15467,D. Itter,54.333333333333336
14834,J. Kitolano,54.333333333333336
6793,U. Antuna,54.333333333333336
4002,Cristian Lodeira,54.333333333333336
11352,N. McGinley,54.333333333333336
14065,J. Meier,54.333333333333336
8372,Felipe Saad,54.333333333333336
13040,S. Dooley,54.333333333333336
6209,L. Paganini,54.333333333333336
10051,P. Karlsson Lagemyr,54.333333333333336
8512,J. Tinhan,54.333333333333336
13053,A. Al Zain,54.333333333333336
10128,Brian Martín,54.333333333333336
12827,H. Vera,54.333333333333336
1253,J. Monsario,54.333333333333336
14122,K. Taylor,54.333333333333336
7195,S. Ay,54.333333333333336
2376,G. Ferrari,54.333333333333336
3030,S. Prödl,54.333333333333336
9874,N. Granatowski,54.333333333333336
8861,G. Panico,54.333333333333336
4881,N. Sarenren Bazee,54.333333333333336
16008,K. Kouassivi-Benissan,54.333333333333336
7671,R. Rep,54.333333333333336
13488,J. Gerezgiher,54.333333333333336
12888,L. Buș,54.333333333333336
11487,C. Sibbald,54.333333333333336
15041,C. Mora,54.333333333333336
11554,S. Hager,54.333333333333336
7659,S. Skarlatidis,54.333333333333336
14985,D. Lia,54.333333333333336
16011,C. Antwi,54.333333333333336
16789,A. Bradley,54.333333333333336
8613,S. Jaime,54.333333333333336
8029,J. Levi,54.333333333333336
9886,J. Maroof,54.333333333333336
9332,A. Empereur,54.333333333333336
6055,H. Urrego,54.333333333333336
16290,Zhang Chenlong,54.333333333333336
12114,Adrián Rocheira,54.333333333333336
3573,G. Kvilitaia,54.333333333333336
9606,S. Scannell,54.333333333333336
6462,L. Aveldaño,54.333333333333336
15071,A. Björnström,54.333333333333336
6889,M. Hosseini,54.333333333333336
5087,M. Maddison,54.333333333333336
15711,M. Chelaru,54.333333333333336
14877,J. Issa,54.333333333333336
1939,O. Kamara,54.333333333333336
14503,V. Rață,54.333333333333336
2124,J. David,54.333333333333336
2422,Joselu,54.333333333333336
14898,S. Karakoç,54.333333333333336
13212,O. Valakari,54.333333333333336
7215,R. Radunović,54.333333333333336
12345,A. Borkovic,54.333333333333336
5417,Y. Ngbakoto,54.333333333333336
9127,N. Mihajlović,54.333333333333336
2932,R. Alioui,54.333333333333336
15986,J. Brändle,54.333333333333336
14814,G. Tanner,54.333333333333336
15707,M. Sylla,54.333333333333336
11454,R. Hedges,54.333333333333336
11425,M. Sarkaria,54.333333333333336
15213,D. Jarvis,54.333333333333336
15083,K. Muhar,54.333333333333336
12604,F. Bin Jamayah,54.333333333333336
9556,R. Boguski,54.333333333333336
16874,I. Karamoko,54.333333333333336
10700,H. Drost,54.333333333333336
7002,Maracás,54.333333333333336
6450,C. Sapong,54.333333333333336
11445,M. Fraser,54.333333333333336
7687,J. Mejídez,54.333333333333336
15315,K. Barnawi,54.333333333333336
5586,C. Penilla,54.333333333333336
14312,M. Castroman,54.333333333333336
16214,N. Marfelt,54.333333333333336
15264,N. Yamada,54.333333333333336
7569,N. Valentini,54.333333333333336
9944,Y. Delfi,54.333333333333336
5854,I. Cristea,54.333333333333336
14286,G. Morelli,54.333333333333336
4747,Luisinho,54.333333333333336
15821,Yao Hanlin,54.333333333333336
15564,D. Rojano,54.333333333333336
10004,G. Thomas,54.333333333333336
14001,K. Bennetts,54.333333333333336
10747,A. Hainault,54.333333333333336
15912,B. Fleming,54.333333333333336
16427,I. Reyes,54.333333333333336
1137,K. Huntelaar,54.333333333333336
2676,Léo Jabá,54.333333333333336
14340,M. Haarup,54.333333333333336
8698,Ramon Lopes,54.333333333333336
15928,L. McCormick,54.333333333333336
16077,Y. Diaz,54.333333333333336
5021,J. Elliott,54.333333333333336
14719,E. Majetschak,54.333333333333336
10010,E. Bogado,54.333333333333336
4306,Y. Salmier,54.333333333333336
7096,P. Cibicki,54.333333333333336
10808,M. Carretta,54.333333333333336
15929,C. Coventry,54.333333333333336
9697,M. Könnecke,54.333333333333336
7319,J. Sainati,54.333333333333336
15800,B. Kalinkowski,54.333333333333336
15936,T. Knost,54.333333333333336
15157,Ryu Jae Moon,54.333333333333336
10408,M. Košťál,54.333333333333336
7154,A. Masika,54.333333333333336
14733,M. Pompetti,54.333333333333336
3331,Léo Duarte,54.333333333333336
2657,Puado,54.333333333333336
16078,J. Plautz,54.333333333333336
10821,T. Parkes,54.333333333333336
6632,Diogo Queirós,54.333333333333336
15887,Y. Oyanedel,54.333333333333336
15203,L. Scepanik,54.333333333333336
15397,L. Dreher,54.333333333333336
16378,S. Väänänen,54.333333333333336
7522,M. Modolo,54.333333333333336
12390,A. Dønnum,54.333333333333336
16412,A. Manzur,54.333333333333336
7878,Juan Ibiza,54.333333333333336
13281,F. Sierralta,54.333333333333336
12851,K. Coulibaly,54.333333333333336
3507,M. Bani,54.333333333333336
14616,M. Pleașcă,54.333333333333336
14617,R. Dâlbea,54.333333333333336
4573,Fredy,54.333333333333336
14606,Zhang Cheng,54.333333333333336
16399,I. Powell,54.333333333333336
11153,T. Tillman,54.333333333333336
5920,J. Kaprof,54.333333333333336
16403,L. Maloney,54.333333333333336
15185,A. Abdellaoui,54.333333333333336
10536,W. Semedo,54.333333333333336
13992,R. Hutchinson,54.333333333333336
6643,G. Diangana,54.333333333333336
7841,L. Morgan,54.333333333333336
17129,H. Finndell,54.333333333333336
11718,L. Wolsztyński,54.333333333333336
11172,Luquinha,54.333333333333336
15905,A. Gomez Mancini,54.333333333333336
11093,José Lara,54.333333333333336
2327,S. Falette,54.333333333333336
9460,C. Rivas,54.333333333333336
16267,P. Marie,54.333333333333336
635,L. Alario,54.333333333333336
16580,C. Coleman,54.333333333333336
14022,O. Kossounou,54.333333333333336
8337,M. Kvesić,54.333333333333336
9007,You Ju An,54.333333333333336
16197,C. Villalba,54.333333333333336
10028,J. van der Werff,54.333333333333336
3570,L. Rosić,54.333333333333336
10876,J. Müller,54.333333333333336
8333,Álvaro Traver,54.333333333333336
6742,A. Kalulu,54.333333333333336
8567,Gerard Badía,54.333333333333336
7281,R. Beerens,54.333333333333336
3299,D. James,54.333333333333336
8997,M. Pantović,54.333333333333336
16561,M. Laci,54.333333333333336
7269,C. Kazim-Richards,54.333333333333336
8330,A. Rodríguez,54.333333333333336
917,A. Dzyuba,54.333333333333336
8329,T. Bingöl,54.333333333333336
11055,B. Aaronson,54.333333333333336
7085,K. Holmberg,54.333333333333336
15450,D. van Kaam,54.333333333333336
7983,N. Orellana,54.333333333333336
8563,A. Tighadouini,54.333333333333336
14213,A. Uribe,54.333333333333336
3659,G. Zardes,54.333333333333336
5150,C. Dunkley,54.333333333333336
15571,T. Sainte-Luce,54.333333333333336
6119,P. Banggaard,54.333333333333336
14051,S. Appelkamp,54.333333333333336
12911,J. Wilson,54.333333333333336
5353,G. Bruno,54.333333333333336
11777,N. Karger,54.333333333333336
6774,A. La Gumina,54.333333333333336
12762,A. Al Shammari,54.333333333333336
14755,A. Lungwitz,54.333333333333336
8649,I. Depe,54.333333333333336
16522,D. Ingham,54.333333333333336
8598,M. Thiel,54.333333333333336
10569,Erivaldo,54.333333333333336
7793,J. Whatmough,54.333333333333336
16343,Wang Kai,54.333333333333336
8574,M. Pušić,54.333333333333336
13371,Ángel López,54.0
6156,S. Neumann,54.0
5211,S. Birnbaum,54.0
5508,Luís Leal,54.0
17153,E. Çetindere,54.0
5189,M. Sax,54.0
16943,D. Devine,54.0
8131,P. Ciurria,54.0
7972,G. Beridze,54.0
11538,N. Freeman,54.0
5503,T. Beugelsdijk,54.0
14361,G. Davies,54.0
9888,Y. Machida,54.0
14344,J. Heil,54.0
8863,A. Da Cruz,54.0
3424,J. Harper,54.0
3366,M. Maolida,54.0
14191,J. Bitter,54.0
14388,T. Garcia,54.0
9612,G. Masucci,54.0
4609,M. Yumlu,54.0
7566,I. Kecojević,54.0
8003,F. Brorsson,54.0
15527,A. Abdallah,54.0
2318,K. Babacar,54.0
15263,J. Cook,54.0
13300,D. Camacho,54.0
15253,J. Widdowson,54.0
7173,A. Nabbout,54.0
7546,D. Erdmann,54.0
4895,Vagner,54.0
12346,A. Jones,54.0
10088,D. Olaru,54.0
15285,H. Dunk,54.0
14334,H. Wingo,54.0
3565,Dalmau,54.0
6117,T. Knipping,54.0
7959,A. Peña,54.0
5295,Hugo Vieira,54.0
2016,M. Destro,54.0
7024,I. Ezekiel,54.0
11688,Jean Deretti,54.0
9291,A. Forde,54.0
5395,D. Hoesen,54.0
7547,F. Torijano,54.0
11681,M. Maak,54.0
3904,Welthon,54.0
14393,K. Wright,54.0
5393,L. Taylor,54.0
12283,M. Shabani,54.0
14399,J. Henríquez,54.0
12605,Huang Zichang,54.0
16075,I. Tona,54.0
9651,D. Rowe,54.0
15294,A. Al Nashi,54.0
9689,S. Yılmaz,54.0
8488,V. Lundberg,54.0
4427,B. Cesar,54.0
11713,S. Kobayashi,54.0
15068,H. Al Qahtani,54.0
15224,Wang Weicheng,54.0
12597,M. Marcjanik,54.0
8785,Robert,54.0
8117,D. Marsura,54.0
5462,Aridai,54.0
2029,C. Austin,54.0
6132,K. Dermaku,54.0
9896,B. Saka,54.0
15233,W. Coulibaly,54.0
14369,T. Walker,54.0
6068,D. Kolovos,54.0
15581,Julio Alonso,54.0
14403,F. Ghazi,54.0
11607,M. Lode,54.0
7599,B. Zech,54.0
1941,O. Cardozo,54.0
7639,Lucas Medeirão,54.0
7775,Yago,54.0
13030,M. Hamzi,54.0
17532,B. Lauton,54.0
4114,J. Chabot,54.0
3658,A. Voglsammer,54.0
10575,L. Görtler,54.0
8304,Leandro,54.0
13765,S. Gölles,54.0
10374,C. Tanner,54.0
7306,M. Carlini,54.0
4478,A. Matri,54.0
10382,M. Osei Kwadwo,54.0
5025,Y. Njie,54.0
9012,M. Verreth,54.0
9017,C. Ezeh,54.0
13814,T. Joza,54.0
5835,R. Zekhnini,54.0
5022,Lucas Possignolo,54.0
6756,T. Itō,54.0
14042,K. Ramsay,54.0
8346,M. Marić,54.0
7265,D. Wheater,54.0
2155,A. Isak,54.0
13718,Zheng Dalun,54.0
3586,E. Muñoz,54.0
13174,T. Kehinde,54.0
8713,Welliton Helmes,54.0
14820,M. Rieder,54.0
14531,D. Flinta,54.0
9750,R. Sufyani,54.0
1441,J. Sand,54.0
1469,J. Altidore,54.0
2469,S. Morrison,54.0
13168,F. Amaya,54.0
9501,G. Loovens,54.0
16146,A. Ba Masoud,54.0
7767,S. Ojo,54.0
8336,Y. Nakano,54.0
7258,S. Morison,54.0
3779,Orlando Sá,54.0
10414,J. Donisa,54.0
14010,A. Paşcanu,54.0
16345,S. Tillmanson,54.0
2655,E. Håland,54.0
16407,E. Del Prato,54.0
2651,C. Romero,54.0
13140,M. Aké,54.0
4978,Borja López,54.0
14604,Wang Wei,54.0
12401,K. Kristinsson,54.0
10492,M. Bravo,54.0
7853,H. Tijanovich,54.0
1686,T. Boyd,54.0
7866,G. Tormin,54.0
14627,M. Bird,54.0
12538,Montoro,54.0
5957,A. Vukotić,54.0
6250,R. Stearman,54.0
16373,S. Moreno,54.0
7872,C. Holse,54.0
15428,A. Morley,54.0
8666,D. Cardoso,54.0
15837,Lee Sang Hyeob,54.0
16438,J. Morton,54.0
6692,L. Valenti,54.0
13832,C. Gauseth,54.0
14725,M. Diarra,54.0
10425,M. Koch,54.0
16457,T. Lowery,54.0
11082,A. Kızıldağ,54.0
15823,C. Mfuyi,54.0
12402,H. Bwana,54.0
6656,S. Knežević,54.0
10448,D. Bergqvist,54.0
9805,J. Tanaka,54.0
12102,J. Kusukami,54.0
17581,G. Harkin,54.0
4735,F. Sbuttoni,54.0
8696,T. Takagi,54.0
15435,J. Altamirano,54.0
16330,M. Özen,54.0
11748,Han Yong Su,54.0
3827,Guedes,54.0
8438,K. Agard,54.0
11456,P. Ceccaroni,54.0
10209,J. Willis,54.0
6310,D. Damjanović,54.0
11450,J. Wright,54.0
12006,D. Boysen,54.0
15680,A. Hansen,54.0
12342,J. Soñora,54.0
16314,K. Ellison,54.0
9133,E. Grezda,54.0
6029,D. Rubio,54.0
10314,M. Hilßner,54.0
14488,J. Pearson,54.0
16105,M. Sylla,54.0
11430,D. Koita,54.0
15405,J. Stevens,54.0
12173,J. Gvardiol,54.0
15321,A. Deshpande,54.0
16719,D. Campbell,54.0
4687,L. Albertengo,54.0
13639,D. Conroy,54.0
9260,T. Hasegawa,54.0
15020,A. Koiki,54.0
11514,A. Calver,54.0
13225,A. Frizzell,54.0
7655,Adrián Maideira,54.0
12001,G. Ivanov,54.0
16292,E. Boyle,54.0
14459,A. Jagiełło,54.0
1325,Y. En-Nesyri,54.0
15655,S. Long,54.0
12947,R. Östlind,54.0
9580,A. Durante,54.0
15660,M. Gonçalves,54.0
6892,E. Gallardo,54.0
10198,D. Pereira,54.0
11839,J. Borring,54.0
8440,M. Keita,54.0
13588,S. Dieckmann,54.0
14247,G. Weissbeck,54.0
2957,C. Ninga,54.0
16694,D. Fordyce,54.0
4504,M. Waghorn,54.0
13203,M. Zemzemi,54.0
12902,I. Djuric,54.0
15719,E. Whitehouse,54.0
14514,F. Pinteaux,54.0
3941,G. Țucudean,54.0
16328,A. Buxton,54.0
16632,H. Dotson,54.0
14068,M. Aruga,54.0
2917,L. Sobiech,54.0
13648,Song Si Woo,54.0
16685,Lu Yao,54.0
15741,J. Sánchez,54.0
5627,L. Castro,54.0
11869,S. Davies,54.0
6803,M. Salas,54.0
16662,R. Callachan,54.0
12384,R. Thellufsen,54.0
12249,A. Bamba,53.666666666666664
14224,V. Moreno,53.666666666666664
13141,Nico Ribaudo,53.666666666666664
15305,Ke Zhao,53.666666666666664
13142,C. Slattery,53.666666666666664
10814,K. Bennett,53.666666666666664
9217,M. Schmerböck,53.666666666666664
11865,J. Grant,53.666666666666664
